10:53:48:314|       41|       40| 1|3|      Some node|        0|        0|       42|     -162.49|    9|        0.00|        0.00|        0|       41
10:53:48:314|       42|       41| 1|3|      Some node|        0|        0|       43|     -162.49|   10|        0.00|        0.00|        0|       42
10:53:48:314|       43|       42| 1|3|      Some node|        0|        0|       44|     -162.49|   11|        0.00|        0.00|        0|       43
10:53:48:314|       44|       43| 1|3|      Some node|        0|        0|        0|     -162.49|   12|        0.00|       -1.00|       36|       37
10:53:48:314|       45|       37| 2|3|      Some node|       38|        0|       46|     -160.99|    7|        2.50|        2.00|        0|       37
10:53:48:314|       46|       45| 1|3|      Some node|        0|       47|        0|     -161.49|    8|        0.00|        0.00|       48|       46
10:53:48:314|       47|       45| 2|3|      Some node|       46|        0|       48|     -160.49|    8|        1.00|        0.00|        0|       37
10:53:48:314|       48|       47| 1|3|      Some node|        0|        0|       49|     -160.49|    9|        1.00|        0.00|        0|       37
10:53:48:314|       49|       48| 1|3|      Some node|        0|       50|        0|     -161.49|   10|        0.00|        2.00|       52|       49
10:53:48:314|       50|       48| 2|3|      Some node|       49|       51|        0|     -160.49|   10|        1.00|        0.00|        0|       50
10:53:48:314|       51|       48| 3|3|      Some node|       50|        0|       52|     -159.49|   10|        2.00|        2.00|        0|       37
10:53:48:314|       52|       51| 1|3|      Some node|        0|        0|        0|     -159.49|   11|        0.00|       -3.00|       44|       37
10:53:48:314|       53|        5| 2|3|      Some node|        6|      166|       54|     -145.90|    5|       22.34|        9.75|        0|       53
10:53:48:314|       54|       53| 1|3|      Some node|        0|       90|       55|     -154.11|    6|        4.38|       -0.00|        0|       54
10:53:48:314|       55|       54| 1|3|      Some node|        0|       71|       56|     -156.74|    7|        1.75|        0.00|        0|       55
10:53:48:314|       56|       55| 1|3|      Some node|        0|        0|       57|     -156.74|    8|        1.75|        0.00|        0|       56
10:53:48:314|       57|       56| 1|3|      Some node|        0|       60|       58|     -157.99|    9|        0.50|        0.00|        0|       57
10:53:48:314|       58|       57| 1|3|      Some node|        0|       59|        0|     -158.49|   10|        0.00|        1.50|       62|       58
10:53:48:314|       59|       57| 2|3|      Some node|       58|        0|        0|     -157.49|   10|        1.00|        0.00|        0|       59
10:53:48:314|       60|       56| 2|3|      Some node|       57|        0|       61|     -155.49|    9|        3.00|        1.50|        0|       60
10:53:48:314|       61|       60| 1|3|      Some node|        0|       65|       62|     -156.49|   10|        0.50|        0.00|        0|       61
10:53:48:314|       62|       61| 1|3|      Some node|        0|       64|       63|     -156.99|   11|        0.00|        0.00|        0|       62
10:53:48:314|       63|       62| 1|3|      Some node|        0|        0|        0|     -156.99|   12|        0.00|        3.00|       70|       63
10:53:48:314|       64|       61| 2|3|      Some node|       62|        0|        0|     -155.99|   11|        1.00|        0.00|       63|       64
10:53:48:314|       65|       60| 2|3|      Some node|       61|        0|       66|     -154.49|   10|        2.50|        2.00|        0|       60
10:53:48:314|       66|       65| 1|3|      Some node|        0|       68|       67|     -154.99|   11|        0.00|        0.00|        0|       66
10:53:48:314|       67|       66| 1|3|      Some node|        0|        0|        0|     -154.99|   12|        0.00|        1.00|       70|       67
10:53:48:314|       68|       65| 2|3|      Some node|       66|        0|       69|     -153.99|   11|        1.00|        1.00|        0|       65
10:53:48:314|       69|       68| 1|3|      Some node|        0|        0|       70|     -153.99|   12|        0.00|        0.00|        0|       65
10:53:48:314|       70|       69| 1|3|      Some node|        0|        0|        0|     -153.99|   13|        0.00|       10.50|      119|       70
10:53:48:314|       71|       54| 2|3|      Some node|       55|        0|       72|     -151.49|    7|        7.00|        5.00|        0|       71
10:53:48:314|       72|       71| 1|3|      Some node|        0|       80|       73|     -152.49|    8|        1.00|        0.00|        0|       72
10:53:48:314|       73|       72| 1|3|      Some node|        0|       79|       74|     -152.99|    9|        0.50|        0.00|        0|       73
10:53:48:314|       74|       73| 1|3|      Some node|        0|       75|        0|     -153.49|   10|        0.00|        0.50|       76|       74
10:53:48:314|       75|       73| 2|3|      Some node|       74|        0|       76|     -152.49|   10|        1.00|        0.50|        0|       75
10:53:48:314|       76|       75| 1|3|      Some node|        0|       78|       77|     -152.99|   11|        0.00|        0.00|        0|       76
10:53:48:314|       77|       76| 1|3|      Some node|        0|        0|        0|     -152.99|   12|        0.00|        2.50|       87|       77
10:53:48:314|       78|       75| 2|3|      Some node|       76|        0|        0|     -151.99|   11|        1.00|        0.00|       77|       78
10:53:48:314|       79|       72| 2|3|      Some node|       73|        0|        0|     -151.99|    9|        1.50|        0.00|       75|       79
10:53:48:314|       80|       71| 2|3|      Some node|       72|        0|       81|     -150.49|    8|        3.00|        2.50|        0|       71
10:53:48:314|       81|       80| 1|3|      Some node|        0|       83|       82|     -150.99|    9|        0.00|        0.00|        0|       81
10:53:48:314|       82|       81| 1|3|      Some node|        0|        0|        0|     -150.99|   10|        0.00|        0.50|       85|       82
10:53:48:314|       83|       80| 2|3|      Some node|       81|        0|       84|     -149.99|    9|        1.00|        0.50|        0|       71
10:53:48:314|       84|       83| 1|3|      Some node|        0|        0|       85|     -149.99|   10|        0.50|        0.00|        0|       71
10:53:48:314|       85|       84| 1|3|      Some node|        0|       88|       86|     -150.49|   11|        0.00|        0.00|        0|       85
10:53:48:314|       86|       85| 1|3|      Some node|        0|        0|       87|     -150.49|   12|        0.00|        0.00|        0|       86
10:53:48:314|       87|       86| 1|3|      Some node|        0|        0|        0|     -150.49|   13|        0.00|        0.00|        0|       71
10:53:48:314|       88|       84| 2|3|      Some node|       85|        0|       89|     -149.49|   11|        1.00|        1.00|        0|       71
10:53:48:314|       89|       88| 1|3|      Some node|        0|        0|        0|     -149.49|   12|        0.00|       -1.00|       87|       71
10:53:48:314|       90|       53| 2|3|      Some node|       54|      106|       91|     -148.11|    6|       10.38|        9.50|        0|       90
10:53:48:314|       91|       90| 1|3|      Some node|        0|       93|       92|     -148.99|    7|        0.00|        0.00|        0|       91
10:53:48:314|       92|       91| 1|3|      Some node|        0|        0|        0|     -148.99|    8|        0.00|        0.50|       95|       92
10:53:48:314|       93|       90| 2|3|      Some node|       91|        0|       94|     -147.24|    7|        1.75|        0.50|        0|       90
10:53:48:314|       94|       93| 1|3|      Some node|        0|      102|       95|     -147.99|    8|        0.50|        0.00|        0|       94
10:53:48:314|       95|       94| 1|3|      Some node|        0|        0|       96|     -147.99|    9|        0.50|        0.00|        0|       95
10:53:48:314|       96|       95| 1|3|      Some node|        0|        0|       97|     -147.99|   10|        0.50|        0.00|        0|       96
10:53:48:314|       97|       96| 1|3|      Some node|        0|      100|       98|     -148.49|   11|        0.00|        0.00|        0|       97
10:53:48:314|       98|       97| 1|3|      Some node|        0|        0|       99|     -148.49|   12|        0.00|        0.00|        0|       98
10:53:48:314|       99|       98| 1|3|      Some node|        0|        0|        0|     -148.49|   13|        0.00|        0.00|        0|       90
10:53:48:314|      100|       96| 2|3|      Some node|       97|        0|      101|     -147.49|   11|        1.00|        1.00|        0|      100
10:53:48:314|      101|      100| 1|3|      Some node|        0|        0|        0|     -147.49|   12|        0.00|       -1.00|       99|       90
10:53:48:314|      102|       93| 2|3|      Some node|       94|        0|      103|     -146.49|    8|        2.00|        2.00|        0|       90
10:53:48:314|      103|      102| 1|3|      Some node|        0|        0|      104|     -146.49|    9|        0.00|        0.00|        0|       90
10:53:48:314|      104|      103| 1|3|      Some node|        0|        0|      105|     -146.49|   10|        0.00|        0.00|        0|       90
10:53:48:314|      105|      104| 1|3|      Some node|        0|        0|        0|     -146.49|   11|        0.00|       -1.00|      101|       90
10:53:48:314|      106|       53| 3|3|      Some node|       90|        0|      107|     -137.68|    6|       20.81|       13.25|        0|       53
10:53:48:314|      107|      106| 1|3|      Some node|        0|      132|      108|     -142.86|    7|        2.38|        0.00|        0|      107
10:53:48:314|      108|      107| 1|3|      Some node|        0|      121|      109|     -144.74|    8|        0.50|        0.00|        0|      108
10:53:48:314|      109|      108| 1|3|      Some node|        0|      110|        0|     -145.24|    9|        0.00|       -0.25|      111|      109
10:53:48:314|      110|      108| 2|3|      Some node|      109|        0|      111|     -144.24|    9|        1.00|       -0.25|        0|      110
10:53:48:314|      111|      110| 1|3|      Some node|        0|      113|      112|     -145.49|   10|        0.00|        0.00|        0|      111
10:53:48:314|      112|      111| 1|3|      Some node|        0|        0|        0|     -145.49|   11|        0.00|        1.00|      115|      112
10:53:48:314|      113|      110| 2|3|      Some node|      111|      120|      114|     -143.99|   10|        1.50|        1.00|        0|      113
10:53:48:314|      114|      113| 1|3|      Some node|        0|      116|      115|     -144.49|   11|        0.00|        0.00|        0|      114
10:53:48:314|      115|      114| 1|3|      Some node|        0|        0|        0|     -144.49|   12|        0.00|        1.00|      118|      115
10:53:48:314|      116|      113| 2|3|      Some node|      114|        0|      117|     -143.49|   11|        1.00|        1.00|        0|      113
10:53:48:314|      117|      116| 1|3|      Some node|        0|        0|      118|     -143.49|   12|        0.00|        0.00|        0|      116
10:53:48:314|      118|      117| 1|3|      Some node|        0|        0|      119|     -143.49|   13|        0.00|        0.00|        0|      118
10:53:48:314|      119|      118| 1|3|      Some node|        0|        0|        0|     -143.49|   14|        0.00|        8.50|      153|      119
10:53:48:314|      120|      110| 3|3|      Some node|      113|        0|        0|     -142.99|   10|        2.50|        1.00|      116|      120
10:53:48:314|      121|      107| 2|3|      Some node|      108|        0|      122|     -140.99|    8|        4.25|        2.75|        0|      121
10:53:48:314|      122|      121| 1|3|      Some node|        0|      130|      123|     -141.49|    9|        1.00|        0.00|        0|      122
10:53:48:314|      123|      122| 1|3|      Some node|        0|        0|      124|     -141.49|   10|        1.00|        0.00|        0|      123
10:53:48:314|      124|      123| 1|3|      Some node|        0|      125|        0|     -142.49|   11|        0.00|        1.50|      127|      124
10:53:48:314|      125|      123| 2|3|      Some node|      124|      126|        0|     -141.49|   11|        1.00|        0.00|        0|      125
10:53:48:314|      126|      123| 3|3|      Some node|      125|        0|      127|     -140.49|   11|        2.00|        1.50|        0|      121
10:53:48:314|      127|      126| 1|3|      Some node|        0|        0|      128|     -140.49|   12|        0.50|        0.00|        0|      121
10:53:48:314|      128|      127| 1|3|      Some node|        0|      129|        0|     -140.99|   13|        0.00|        0.00|        0|      128
10:53:48:314|      129|      127| 2|3|      Some node|      128|        0|        0|     -139.99|   13|        1.00|       -2.50|      119|      121
10:53:48:314|      130|      121| 2|3|      Some node|      122|        0|      131|     -140.49|    9|        2.00|        2.00|        0|      121
10:53:48:314|      131|      130| 1|3|      Some node|        0|        0|        0|     -140.49|   10|        0.00|       -2.00|      126|      121
10:53:48:314|      132|      106| 2|3|      Some node|      107|      157|      133|     -134.86|    7|       10.38|        5.75|        0|      132
10:53:48:314|      133|      132| 1|3|      Some node|        0|      155|      134|     -136.24|    8|        3.25|        0.00|        0|      133
10:53:48:314|      134|      133| 1|3|      Some node|        0|      147|      135|     -137.99|    9|        1.50|        0.00|        0|      134
10:53:48:314|      135|      134| 1|3|      Some node|        0|      140|      136|     -138.99|   10|        0.50|        0.00|        0|      135
10:53:48:314|      136|      135| 1|3|      Some node|        0|      137|        0|     -139.49|   11|        0.00|        1.00|      138|      136
10:53:48:314|      137|      135| 2|3|      Some node|      136|        0|      138|     -138.49|   11|        1.00|        1.00|        0|      137
10:53:48:314|      138|      137| 1|3|      Some node|        0|        0|      139|     -138.49|   12|        0.00|        0.00|        0|      138
10:53:48:314|      139|      138| 1|3|      Some node|        0|        0|        0|     -138.49|   13|        0.00|        1.50|      145|      139
10:53:48:314|      140|      134| 2|3|      Some node|      135|        0|      141|     -136.99|   10|        2.50|        2.00|        0|      140
10:53:48:314|      141|      140| 1|3|      Some node|        0|      142|        0|     -137.49|   11|        0.00|        0.50|      143|      141
10:53:48:314|      142|      140| 2|3|      Some node|      141|        0|      143|     -136.49|   11|        1.00|        0.50|        0|      140
10:53:48:314|      143|      142| 1|3|      Some node|        0|        0|      144|     -136.49|   12|        0.50|        0.00|        0|      140
10:53:48:314|      144|      143| 1|3|      Some node|        0|      146|      145|     -136.99|   13|        0.00|        0.00|        0|      144
10:53:48:314|      145|      144| 1|3|      Some node|        0|        0|        0|     -136.99|   14|        0.00|        2.00|      153|      145
10:53:48:314|      146|      143| 2|3|      Some node|      144|        0|        0|     -135.99|   13|        1.00|        0.00|      145|      140
10:53:48:314|      147|      133| 2|3|      Some node|      134|        0|      148|     -134.49|    9|        5.00|        4.50|        0|      147
10:53:48:314|      148|      147| 1|3|      Some node|        0|        0|      149|     -134.49|   10|        0.50|        0.00|        0|      132
10:53:48:314|      149|      148| 1|3|      Some node|        0|        0|      150|     -134.49|   11|        0.50|        0.00|        0|      132
10:53:48:314|      150|      149| 1|3|      Some node|        0|      154|      151|     -134.99|   12|        0.00|        0.00|        0|      150
10:53:48:314|      151|      150| 1|3|      Some node|        0|        0|      152|     -134.99|   13|        0.00|        0.00|        0|      132
10:53:48:314|      152|      151| 1|3|      Some node|        0|        0|      153|     -134.99|   14|        0.00|        0.00|        0|      132
10:53:48:314|      153|      152| 1|3|      Some node|        0|        0|        0|     -134.99|   15|        0.00|        0.00|        0|      153
10:53:48:314|      154|      149| 2|3|      Some node|      150|        0|        0|     -133.99|   12|        1.00|        0.00|      151|      132
10:53:48:314|      155|      132| 2|3|      Some node|      133|        0|      156|     -133.49|    8|        6.00|        6.00|        0|      132
10:53:48:314|      156|      155| 1|3|      Some node|        0|        0|        0|     -133.49|    9|        0.00|       -1.50|      148|      132
10:53:48:314|      157|      106| 3|3|      Some node|      132|        0|      158|     -132.49|    7|       12.75|       12.25|        0|       53
10:53:48:314|      158|      157| 1|3|      Some node|        0|        0|      159|     -132.49|    8|        0.50|        0.00|        0|       53
10:53:48:314|      159|      158| 1|3|      Some node|        0|        0|      160|     -132.49|    9|        0.50|        0.00|        0|       53
10:53:48:314|      160|      159| 1|3|      Some node|        0|        0|      161|     -132.49|   10|        0.50|        0.00|        0|       53
10:53:48:314|      161|      160| 1|3|      Some node|        0|      162|        0|     -132.99|   11|        0.00|        0.50|      163|      161
10:53:48:314|      162|      160| 2|3|      Some node|      161|        0|      163|     -131.99|   11|        1.00|        0.50|        0|       53
10:53:48:314|      163|      162| 1|3|      Some node|        0|      164|        0|     -132.49|   12|        0.00|        1.00|      165|      163
10:53:48:314|      164|      162| 2|3|      Some node|      163|        0|      165|     -131.49|   12|        1.00|        1.00|        0|       53
10:53:48:314|      165|      164| 1|3|      Some node|        0|        0|        0|     -131.49|   13|        0.00|       -3.50|      152|       53
10:53:48:314|      166|        5| 3|3|      Some node|       53|        0|      167|     -116.62|    5|       51.62|       37.25|        0|      166
10:53:48:314|      167|      166| 1|3|      Some node|        0|      218|      168|     -122.37|    6|        8.62|        0.00|        0|      167
10:53:48:314|      168|      167| 1|3|      Some node|        0|      187|      169|     -128.24|    7|        2.75|        0.00|        0|      168
10:53:48:314|      169|      168| 1|3|      Some node|        0|      178|      170|     -129.49|    8|        1.50|        0.00|        0|      169
10:53:48:314|      170|      169| 1|3|      Some node|        0|      174|      171|     -130.49|    9|        0.50|        0.00|        0|      170
10:53:48:314|      171|      170| 1|3|      Some node|        0|      173|      172|     -130.99|   10|        0.00|        0.00|        0|      171
10:53:48:314|      172|      171| 1|3|      Some node|        0|        0|        0|     -130.99|   11|        0.00|        3.50|      183|      172
10:53:48:314|      173|      170| 2|3|      Some node|      171|        0|        0|     -129.99|   10|        1.00|        0.00|      172|      173
10:53:48:314|      174|      169| 2|3|      Some node|      170|        0|      175|     -128.49|    9|        2.50|        2.00|        0|      174
10:53:48:314|      175|      174| 1|3|      Some node|        0|      177|      176|     -128.99|   10|        0.00|        0.00|        0|      175
10:53:48:314|      176|      175| 1|3|      Some node|        0|        0|        0|     -128.99|   11|        0.00|        0.00|        0|      174
10:53:48:314|      177|      174| 2|3|      Some node|      175|        0|        0|     -127.99|   10|        1.00|        0.00|      176|      174
10:53:48:314|      178|      168| 2|3|      Some node|      169|        0|      179|     -126.99|    8|        4.00|        3.50|        0|      178
10:53:48:314|      179|      178| 1|3|      Some node|        0|      180|        0|     -127.49|    9|        0.00|        0.00|      181|      179
10:53:48:314|      180|      178| 2|3|      Some node|      179|        0|      181|     -126.49|    9|        1.00|        0.00|        0|      178
10:53:48:314|      181|      180| 1|3|      Some node|        0|        0|      182|     -126.49|   10|        1.00|        0.00|        0|      178
10:53:48:314|      182|      181| 1|3|      Some node|        0|      186|      183|     -126.99|   11|        0.50|        0.00|        0|      182
10:53:48:314|      183|      182| 1|3|      Some node|        0|        0|      184|     -126.99|   12|        0.50|        0.00|        0|      183
10:53:48:314|      184|      183| 1|3|      Some node|        0|      185|        0|     -127.49|   13|        0.00|        4.00|      197|      184
10:53:48:314|      185|      183| 2|3|      Some node|      184|        0|        0|     -126.49|   13|        1.00|        0.00|        0|      185
10:53:48:314|      186|      181| 2|3|      Some node|      182|        0|        0|     -125.99|   11|        1.50|        0.00|      183|      178
10:53:48:314|      187|      167| 2|3|      Some node|      168|      215|      188|     -121.49|    7|        9.50|        5.50|        0|      187
10:53:48:314|      188|      187| 1|3|      Some node|        0|      200|      189|     -123.99|    8|        1.50|        0.00|        0|      188
10:53:48:314|      189|      188| 1|3|      Some node|        0|      192|      190|     -124.99|    9|        0.50|        0.00|        0|      189
10:53:48:314|      190|      189| 1|3|      Some node|        0|      191|        0|     -125.49|   10|        0.00|        2.00|      194|      190
10:53:48:314|      191|      189| 2|3|      Some node|      190|        0|        0|     -124.49|   10|        1.00|        0.00|        0|      191
10:53:48:314|      192|      188| 2|3|      Some node|      189|        0|      193|     -122.99|    9|        2.50|        2.00|        0|      192
10:53:48:314|      193|      192| 1|3|      Some node|        0|      198|      194|     -123.49|   10|        0.00|        0.00|        0|      193
10:53:48:314|      194|      193| 1|3|      Some node|        0|        0|      195|     -123.49|   11|        0.00|        0.00|        0|      194
10:53:48:314|      195|      194| 1|3|      Some node|        0|        0|      196|     -123.49|   12|        0.00|        0.00|        0|      195
10:53:48:314|      196|      195| 1|3|      Some node|        0|        0|      197|     -123.49|   13|        0.00|        0.00|        0|      196
10:53:48:314|      197|      196| 1|3|      Some node|        0|        0|        0|     -123.49|   14|        0.00|      -11.50|      153|      166
10:53:48:314|      198|      192| 2|3|      Some node|      193|        0|      199|     -122.49|   10|        1.00|        1.00|        0|      192
10:53:48:314|      199|      198| 1|3|      Some node|        0|        0|        0|     -122.49|   11|        0.00|       -1.00|      195|      198
10:53:48:314|      200|      187| 2|3|      Some node|      188|        0|      201|     -118.99|    8|        6.50|        4.00|        0|      187
10:53:48:314|      201|      200| 1|3|      Some node|        0|      212|      202|     -120.49|    9|        1.00|        0.00|        0|      201
10:53:48:314|      202|      201| 1|3|      Some node|        0|      204|      203|     -121.49|   10|        0.00|        0.00|        0|      202
10:53:48:314|      203|      202| 1|3|      Some node|        0|        0|        0|     -121.49|   11|        0.00|        1.00|      206|      203
10:53:48:314|      204|      201| 2|3|      Some node|      202|        0|      205|     -119.49|   10|        2.00|        1.00|        0|      204
10:53:48:314|      205|      204| 1|3|      Some node|        0|      207|      206|     -120.49|   11|        0.00|        0.00|        0|      205
10:53:48:314|      206|      205| 1|3|      Some node|        0|        0|        0|     -120.49|   12|        0.00|        1.00|      209|      206
10:53:48:314|      207|      204| 2|3|      Some node|      205|        0|      208|     -118.49|   11|        2.00|        1.00|        0|      204
10:53:48:314|      208|      207| 1|3|      Some node|        0|      210|      209|     -119.49|   12|        0.00|        0.00|        0|      208
10:53:48:314|      209|      208| 1|3|      Some node|        0|        0|        0|     -119.49|   13|        0.00|       -4.00|      197|      187
10:53:48:314|      210|      207| 2|3|      Some node|      208|      211|        0|     -118.49|   12|        1.00|        0.00|      209|      210
10:53:48:314|      211|      207| 3|3|      Some node|      210|        0|        0|     -117.49|   12|        2.00|        0.00|      209|      187
10:53:48:314|      212|      200| 2|3|      Some node|      201|        0|      213|     -117.49|    9|        4.00|        4.00|        0|      187
10:53:48:314|      213|      212| 1|3|      Some node|        0|        0|      214|     -117.49|   10|        0.00|        0.00|        0|      187
10:53:48:314|      214|      213| 1|3|      Some node|        0|        0|        0|     -117.49|   11|        0.00|       -2.00|      211|      187
10:53:48:314|      215|      167| 3|3|      Some node|      187|        0|      216|     -116.49|    7|       14.50|       14.50|        0|      215
10:53:48:314|      216|      215| 1|3|      Some node|        0|        0|      217|     -116.49|    8|        0.00|        0.00|        0|      215
10:53:48:314|      217|      216| 1|3|      Some node|        0|        0|        0|     -116.49|    9|        0.00|       -1.00|      213|      215
10:53:48:314|      218|      166| 2|3|      Some node|      167|        0|      219|     -110.87|    6|       20.12|       14.50|        0|      166
10:53:48:314|      219|      218| 1|3|      Some node|        0|      241|      220|     -112.87|    7|        3.62|        0.00|        0|      219
10:53:48:314|      220|      219| 1|3|      Some node|        0|        0|      221|     -112.87|    8|        3.62|        0.00|        0|      220
10:53:48:314|      221|      220| 1|3|      Some node|        0|      231|      222|     -114.49|    9|        2.00|        0.00|        0|      221
10:53:48:314|      222|      221| 1|3|      Some node|        0|      226|      223|     -115.99|   10|        0.50|        0.00|        0|      222
10:53:48:314|      223|      222| 1|3|      Some node|        0|      224|        0|     -116.49|   11|        0.00|        1.00|      225|      223
10:53:48:314|      224|      222| 2|3|      Some node|      223|        0|      225|     -115.49|   11|        1.00|        1.00|        0|      224
10:53:48:314|      225|      224| 1|3|      Some node|        0|        0|        0|     -115.49|   12|        0.00|        3.00|      235|      225
10:53:48:314|      226|      221| 2|3|      Some node|      222|      230|      227|     -113.99|   10|        2.50|        2.00|        0|      226
10:53:48:314|      227|      226| 1|3|      Some node|        0|        0|      228|     -113.99|   11|        0.50|        0.00|        0|      226
10:53:48:314|      228|      227| 1|3|      Some node|        0|      229|        0|     -114.49|   12|        0.00|        0.00|        0|      228
10:53:48:314|      229|      227| 2|3|      Some node|      228|        0|        0|     -113.49|   12|        1.00|        0.00|        0|      226
10:53:48:314|      230|      221| 3|3|      Some node|      226|        0|        0|     -112.99|   10|        3.50|        2.00|      227|      230
10:53:48:314|      231|      220| 2|3|      Some node|      221|        0|      232|     -111.24|    9|        5.25|        4.00|        0|      231
10:53:48:314|      232|      231| 1|3|      Some node|        0|      239|      233|     -111.74|   10|        0.75|        0.00|        0|      232
10:53:48:314|      233|      232| 1|3|      Some node|        0|        0|      234|     -111.74|   11|        0.75|        0.00|        0|      233
10:53:48:314|      234|      233| 1|3|      Some node|        0|      236|      235|     -112.49|   12|        0.00|        0.00|        0|      234
10:53:48:314|      235|      234| 1|3|      Some node|        0|        0|        0|     -112.49|   13|        0.00|        0.00|        0|      235
10:53:48:314|      236|      233| 2|3|      Some node|      234|        0|      237|     -110.99|   12|        1.50|        1.00|        0|      231
10:53:48:314|      237|      236| 1|3|      Some node|        0|      238|        0|     -111.49|   13|        0.00|        0.00|        0|      237
10:53:48:314|      238|      236| 2|3|      Some node|      237|        0|        0|     -110.49|   13|        1.00|        0.00|        0|      236
10:53:48:314|      239|      231| 2|3|      Some node|      232|        0|      240|     -110.74|   10|        1.75|        1.75|        0|      231
10:53:48:314|      240|      239| 1|3|      Some node|        0|        0|        0|     -110.74|   11|        0.00|       -1.75|      236|      231
10:53:48:314|      241|      218| 2|3|      Some node|      219|      242|        0|     -110.87|    7|        5.62|        1.00|      220|      241
